id,lat,lng,route
3AA8,-36.7506561279297,174.726608276367,88104-20170928152758_v59.3
2CCC,-36.8595314025879,174.865447998047,00707-20170928152758_v59.3
5E52,-36.8658676147461,174.90837097168,55206-20170928152758_v59.3
2C60,-36.8584175109863,174.763565063477,26701-20170928152758_v59.3
37F6,-36.8586311340332,174.750823974609,79801-20170928152758_v59.3
29E3,-36.8851013183594,174.787261962891,59501-20170928152758_v59.3
523A,-36.7947998046875,174.723846435547,95501-20170928152758_v59.3
36B6,-36.8450660705566,174.754135131836,79702-20170928152758_v59.3
36B2,-36.8404998779297,174.755630493164,79702-20170928152758_v59.3
5E93,-36.9137649536133,174.927154541016,55002-20170928152758_v59.3
672D,-36.9653015136719,174.910049438477,31401-20170928152758_v59.3
5C53,-36.8780670166016,174.635147094727,13406-20170928152758_v59.3
522B,-36.810001373291,174.725448608398,95801-20170928152758_v59.3
5A2E,-36.9109840393066,174.815124511719,00906-20170928152758_v59.3
30B0,-36.8539848327637,174.76220703125,02001-20170928152758_v59.3
36BF,-36.8505630493164,174.763458251953,73102-20170928152758_v59.3
36C8,-36.8931732177734,174.774505615234,73102-20170928152758_v59.3
5C31,-36.8743362426758,174.638961791992,13804-20170928152758_v59.3
37CC,-36.9105796813965,174.837753295898,71902-20170928152758_v59.3
5E62,-36.9741516113281,174.904022216797,58002-20170928152758_v59.3
2F66,-36.9055328369141,174.68603515625,01804-20170928152758_v59.3
5EBE,-36.8471832275391,174.77214050293,50005-20170928152758_v59.3
3AA3,-36.9081077575684,174.758804321289,27402-20170928152758_v59.3
588E,-36.7256660461426,174.724060058594,88001-20170928152758_v59.3
567B,-36.7507820129395,174.726013183594,10003-20170928152758_v59.3
5ED0,-36.8818511962891,175.026184082031,58903-20170928152758_v59.3
5E99,-36.9117012023926,174.871871948242,55001-20170928152758_v59.3
522A,-36.7261161804199,174.711532592773,95701-20170928152758_v59.3
36DA,-36.8884315490723,174.797653198242,77101-20170928152758_v59.3
30BA,-36.8018684387207,174.787185668945,81302-20170928152758_v59.3
AMP        198,-36.896541595459,174.631927490234,10235-20170928152758_v59.3
37C2,-36.8675537109375,174.777801513672,50502-20170928152758_v59.3
5C37,-36.9086494445801,174.626953125,15202-20170928152758_v59.3
5A48,-36.9194183349609,174.643478393555,15405-20170928152758_v59.3
